provinsi;I-01_KA;I-02_KA;I-03_KA;I-04_KA;I-05_KA;I-06_KA;I-07_KA;I-08_KA;I-09_KA;I-10_KA;I-11_KA;I-12_KA;I-13_KA;I-14_KA;I-15_KA;I-16_KA;I-17_KA;I-18_KA;I-19_KA;I-20_KA;I-21_KA;I-22_KA;I-23_KA;I-24_KA;I-25_KA;I-26_KA;I-27_KA;I-28_KA;I-29_KA;I-30_KA;I-31_KA;I-32_KA;I-33_KA;I-34_KA;I-35_KA;I-36_KA;I-37_KA;I-38_KA;I-39_KA;I-40_KA;I-41_KA;I-42_KA;I-43_KA;I-44_KA;I-45_KA;I-46_KA;I-47_KA;I-48_KA;I-49_KA;I-50_KA;I-51_KA;I-52_KA
Jawa Timur;2895.1526815532548;9423.71033135006;757.0827021291082;13966.762828674044;2.2702684357670138;77.31217738183993;7059.00425190202;750.6863380240837;0.0;0.22403287585414344;79.81722762207447;164.7017363495143;89801.47112473025;143842.31346885316;579.7231344594878;1247.9356232842642;595.9241780520276;1143.228328125627;15605.985663707203;4630.587601008505;72.86906097153356;110.63979765341912;1065.3507502978234;464.85607691185606;6163.520592858425;11468.55672863123;62.38630883125629;129.50172980835174;5.798530409804079;174.03170293652025;172.03976490665332;10542.760250317177;28047.757943681838;232.17538335755148;3193.770154205171;1422.3909802472938;232.97657001004288;7326.107438643281;1014.8422528262421;958.3836388355995;23203.011949634783;8741.076739041173;2123.6215420048925;944.5214664016321;454.06379306396263;155.30111107319556;1981.778066482464;1018.0773640730088;28.718709889339415;1949.590752461792;3262.3695286869347;4028.3815391406265
Kalimantan Barat;105.11791930891751;26.69109149331608;246.92698758895853;559.8356427287816;0.0;15.729465273681045;0.0;0.0;0.0015456124509272498;1.5890933026033274;0.6503136102259095;0.0;6603.18295464693;0.0;0.0;0.0;35.71838203056813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06172843462568801;0.08346364660441766;155.4764103324508;0.0;117.91180088458704;0.0;1182.9169253308532;884.1009414930484;0.0;1340.3837513195067;176.4872996268221;224.01152586783783;1477.498631727167;65.74486952409914;290.0495976873416;2259.8788212772706;414.28491385897;278.80310820253806;394.8971607492413;42.82160334837975;0.0;81.79980388736962;7.15368331406199;66.69101500915392;132.3542990049505;156.8202154924908;191.567767485901
Kalimantan Selatan;157.44426839388865;9.336797162302132;132.88880099235035;34.46806674247472;0.23037919777097332;0.8471503990890044;114.01429056997247;21.47611993780752;-2.708087130670721;0.1785817929939829;0.05622032545944001;0.0;136.24072847843573;0.0;134.3454556992608;0.9446387224863791;0.7193543289192855;0.06986474845069364;0.5243045603693831;302.2949047485349;50.640752133452224;0.0;57.40644008018075;18.03164898240453;5.594893678221025;3.763885595675376;1.8177831747845252;24.476127050059635;0.0;102.73733109856293;49.6254281827043;270.2173813419555;310.04718556258587;0.0;795.0590288230057;616.5449035393681;124.31928207555006;119.41079230566845;63.365408091914446;245.42198754828698;110.42779235903716;469.0589447167003;388.78649963250535;337.7658317342835;43.55331879397155;0.12775344574448275;7.313619261221938;4.985146085459785;0.2885063054803945;48.231304182194556;37.3477732781241;68.97430623209647
Kalimantan Tengah;64.38368648589825;0.0;962.0540260177928;0.0;0.3369755216436564;9.34251436432552;6.13214374347004;0.0;0.14276786341009676;1.4612070304571032;154.04796382479017;0.0;17781.414745378293;0.0;51.79095626945384;0.0;2.4090594241091816;0.0;23.279479945622302;27.680147917443822;0.005389028787588993;0.0;0.0;0.0;0.0;214.04048006468443;28.101959573948342;0.010927228139241175;0.0;103.24256817887604;21.692579277016097;168.1409650564496;2187.732539301226;0.0;784.1610815270864;417.6846965411508;418.31891866940043;658.2360497402772;130.37423559592295;165.40022191337152;499.85469473863077;8.526640866586431;639.7312043270564;146.1287329372574;54.72165272410272;2.3910359842734796;29.080647094755797;4.281671524709483;492.5778657693013;79.03624848790092;52.60457266170144;155.69555514477162
Kalimantan Timur;7.933847157649832;0.177865630690623;364.3278720771874;0.0013772115746327387;0.17823679819744812;71.8707503035294;2102.4103650129045;2.8452715098674832;-23.02989203675912;0.9469322525748695;14.969087294762089;9969.785936134405;3914.903870151396;0.0;2.610869503608538;0.0;4.71908657269411;123.3825996994079;5307.875022899105;3.3296875072340835;3.6362619295684007;0.0;10.558581159469291;0.9714526442975979;23.674414713441294;9.618572464566041;130.50118466861773;33.86951144348299;3.2098951077049686e-05;2.0475389215256037;108.3528800527803;298.37628487892636;2870.786304492502;0.0;186.02170042777337;977.869758285247;407.7412709529617;1782.8809121649665;1053.6391715449581;204.49437472406993;773.0058703058869;910.5242326062313;540.9871139512753;440.8009249221431;114.19785758760025;0.0;0.0;32.31722063604528;12.028232312695955;40.40654947951314;294.681429429612;263.8164848229619
Kalimantan Utara;0.4463371673844848;631.2718084413979;0.6339118520249832;0.0;0.029141145220049534;2.752278084798132;1573.2041503088083;19.591821389897067;-2.7101171539147955;0.0;326.6771018566433;0.0;1708.867824611525;0.0;0.47754691226395923;153.502213969672;46.79345568005765;0.0;0.00037651873484977034;0.0;0.0;0.0;0.0;0.0;506.6221250709805;752.2034975402887;0.0;0.024533107151889045;0.0006300338372378606;1.0619888899291754;0.0;68.33554365405217;1120.5437567270046;0.0;66.03749162490004;743.7277419163976;25.999056134728367;692.0691259223094;110.22030475132254;84.90108416806687;49.93961112868273;835.5131963486153;107.00371775600038;5.6324994798595265;0.006548625498553384;6.788966253066477;0.0;11.05405187243858;0.0;0.39326604865172615;0.8548713856608346;136.57803947837937
Kep. Bangka Belitung;0.0;52.69179842427713;396.6026283261179;0.0;0.0;0.04177183426117348;463.73985063295527;0.0068649711940141625;0.0;0.13168187931342273;1.021676396056427;0.0;1677.7664610712789;0.0;1.175549595772317e-05;0.0;4.169429082222814;0.00896941494322239;0.05435637038268727;57.35406402238271;16.626420981828904;39.94372325920792;6.192788690607712;0.0;19.5895377506917;0.0771433625630384;0.08347358457908714;0.011335312916025993;0.0;3.773128866145867;3.5597754443213305;99.31032444876662;650.1687430161221;0.0;79.95405492024125;169.5280778770418;1.1535235844081215;304.63357273701376;8.40908581383934;48.76545572472513;78.2987285821352;9.742175803257545;2.4916441574419177;0.28349903487349;0.3577514067238369;0.02637033993063561;6.0786866620612505;1.2630631445123333;136.96212781757487;66.23608102665396;90.85985634599585;20.485442267476206
Kep. Riau;0.0;0.0;47.22082671896929;17.019908547209166;0.06879890008892516;0.0;376.7432102780374;2.7352854574558556;0.0;1.3375724571040517;0.10909084318848104;189.8340302131666;639.3221910580611;108.63771862554255;289.27951082741816;248.6316519872755;25.933549219265753;89.17593781603304;69.21113643758804;134.83756107124069;4.308726209941286;3.984218487019555;1202.6950551463178;154.97686760324794;10166.578640271784;164.299308220882;4767.717303149206;543.1888770515502;0.9414386259695006;0.0017981085718136024;0.15814292739318095;543.3700645227693;1742.9568298329248;0.0;391.8809267058939;1181.777120663748;32.395781271493135;3909.382085835803;46.693218542835375;17.39786237303525;3772.75102725359;46.998273338252524;170.61386424775483;417.22354207554383;0.24030328808973297;162.69109494012275;3551.4626480621378;146.5144995311141;0.06253837616540565;1.7793606858385431;446.9142393245469;410.32406378584653
Lampung;955.3057589835453;3627.610058151084;982.936298093234;2228.2073854327855;0.0044482706756493375;8.930777722113087;1982.7664569373549;117.787804997073;0.0;0.0;37.54309459147274;49.04735664501923;11555.150828213227;0.0;82.04583285345753;0.00028119551628508774;61.79384950496186;1.0189569158901702e-05;93.64076599779959;677.0165187801267;20.119445763850987;0.46413526872479927;0.0;76.05659713112155;233.7287711631104;0.0;0.007091200563643371;10.633844362472457;0.42459406106860015;18.003131338696335;7.175880986694544;631.1016516273747;2497.5808291688186;119.06820490899348;3188.879267840258;833.0240725843935;607.0174074058225;737.4205995777148;192.75065911980482;134.4965468547073;397.36957157885104;448.45632594370244;170.79811162004523;0.0;48.56961935914997;1.9630491405421207;503.09980286209463;9.054427816721097;0.0;461.22998423976907;195.09893446685433;654.549684723249
Maluku;19.76639846375465;25.889091892409084;1358.0981261248016;15.782572756262944;0.0;16.61260707513833;811.0652309439262;0.0;0.0;0.7028755742598474;0.016571776934642513;0.0;200.2842195740197;0.0;0.10669001190680283;0.0;5.788338127111261;0.07807486873287935;0.0011590765077618842;0.0;0.0;0.0;0.0;0.0;0.002249855161311468;0.7392075653417509;1.6590064393751085;0.0;0.0;34.99228860166222;0.0;13.249681548099492;391.66643072274474;0.0;165.40282387929108;17.39321535920204;8.303045159146553;2.6318049958782623;60.12732890522734;50.24199919020412;20.816117177016242;5.306130875959213;120.28590425973664;0.0;20.840982961909145;0.0;0.0;0.16233701400739461;0.0;0.31871157430545344;132.7805922460697;95.2257131456312
Maluku Utara;95.2586558370816;71.39161797489868;433.7111963718032;6.78751337248021;0.01842084711129025;0.3609303916763691;4004.3917434002888;0.0;0.0;464.3859331246502;0.0024513508838716292;0.0;72.12419436542666;0.0;0.7502377356452946;0.0;25.52753661077401;0.023045760217454928;0.00023039612216287588;6.225868180757781;0.0021287644925184366;0.0017395936897145836;0.040260162896690946;0.00020112046023607787;0.0;124.81308342516434;0.19228730688754214;59.05253477993925;0.009434512209716391;2.324386296851379;0.4219189079622388;469.3615700081058;354.1343624323661;0.0;275.75411550959063;52.30724492091028;62.89011609967301;592.8480779391654;110.66689657588343;75.73633726830253;23.35609894964398;899.1962936601691;99.22448031832255;14.331007937619637;0.0;0.0;0.0;1.9497508924375202;492.8617847498807;0.4740570039845166;100.21044422211624;115.0062154342561
Nusa Tenggara Barat;228.34402724115995;2753.0186256139655;142.40377442314528;155.4155008344488;1.4251715634101982;0.02459820391396626;2220.6439882060067;0.0;0.0;16.74275385718325;11.057048957058589;0.0;1647.2381630079667;1197.765135303865;191.42348601192478;6.890449306403513;2.2195663437249076;0.803326525216234;0.4191345216191579;0.7109625853866853;1.2608263843037015;0.015264825096847559;2.4855261304139424;1.7867213142720366;1.1499132160542048e-05;7.804935354767456;34.96876766441483;14.15062210070678;0.0;79.82503105574501;0.0449279027836232;298.6561533357514;840.8919963927482;0.0;590.4642687096957;244.68995356485638;52.27497844224246;2311.7624755464794;2.7052715030994596;579.2942310506991;488.4026087664038;4.649841219376776;244.18139256515218;101.34228444018015;0.6694606740067325;0.04093787302470004;9.835099372843917;4.822290517802124;0.0;108.29376609095226;31.67689507369602;223.81363857089164
Nusa Tenggara Timur;1064.4148896186125;372.6364956687242;62.42110999607063;956.6701416318858;0.0;1.16561145947321;4199.126576092395;0.0;0.0;0.001537271467734096;0.0;0.0;389.1109879807213;0.6158984371772226;0.27600863437345846;1.1484596729368675e-07;0.0026051561238317395;0.10075587440364442;0.06737627150045493;5.210160439241631e-10;18.680551500222478;0.0;45.558238625504245;0.0;9.863060661107935;122.53109935580792;0.28780562868192117;11.262176244505671;0.0;0.1212427489090777;0.18658095951845927;223.26132620830543;880.0420163487711;0.0;466.1238981225176;71.60780771784022;47.34756308848517;411.93261283806675;18.37523212995576;76.67956156000058;151.62563915840872;805.2775268607245;284.23770466940135;0.0;51.40617410062998;0.0;0.0;2.4801953107966903;447.9315439323808;212.6565094809416;197.6534072118747;264.95016282239106
Papua;1.679499366620687;2.821396986818349;431.09650889834217;0.3429232781798469;0.0;11.194289543583846;1311.5625669288554;-0.003445868691723376;0.0;0.0;0.004574933300386974;0.08865229110816304;139.06037229167904;0.0;0.0;48.75904636466445;49.32325038755595;0.0;0.0;0.0;0.7665427512366159;0.0;0.0;0.0;45.68124844915375;0.0;0.0;0.5858832619680572;0.0;2.1313230474993072;0.09651117709333197;44.01232005062718;533.7914419841492;0.0;60.55019188392882;53.611599949261525;13.599992234155145;398.5666469699464;6.593336546800233;70.91230847619018;150.9388959914483;144.69803677929934;22.238380184249095;27.16364118673994;8.592385785972454;0.0;142.15813496259656;25.46020747008372;0.0;0.6589469050805645;4.291465937543683;127.03428407696946
Papua Barat;0.0;2.5240806270479363;0.2522873169216646;10.80993075379763;0.6109333492426589;0.0;1992.9546793686566;0.0;0.0;4.063770933878997e-05;2.775754399396799;0.0;290.2727190088034;0.0;2.5745555463698446;1.3998212567056245;0.0997826996430899;0.01652640348238031;0.8835515768861283;0.6171175351609607;0.2202994306084916;0.0;6.181287508072989;0.0;0.0;0.44939320885806405;0.25051411459178863;56.95712340102102;0.0;21.386724388537626;0.5786710786543113;244.24862903533477;572.4683023747504;0.0;781.9403536108515;234.92254890020985;7.551605391028104;797.1701929511918;166.1590616633868;75.0992072658433;5.619115700293109;0.6257825667500772;140.68155636578854;0.0;40.57008803757918;0.0;0.0;2.191648808751175;0.0;0.23753875043580233;9.100661458998218;77.67305194170318
Riau;0.3548439651138442;1.9455157054024563;307.1466816126233;32.086771997238884;0.0;0.7899289256435246;20.925643809915623;236.73790274021263;0.0;0.0001640967005588414;193.3586548443991;17688.427697246825;52182.98840333109;0.0;78.21458618332362;0.35847569722342726;11.857512412402677;2308.302735123924;4469.676612537693;195.9269928955208;0.7592279571827277;0.0;76.71028309435931;0.0;0.0;111.23345627750007;53.36987232414362;0.020575392726563925;0.21625212614407519;0.04735154569717596;0.004326374942490338;690.8369898140573;7989.012198182087;0.0;262.5036313341704;202.3553674786572;36.462612602442704;201.20516028698475;82.01562250905404;93.28056594204817;143.85491638163555;28.87209903750148;9.501827318973568;21.276266244880823;6.816263758918296;7.55206896494287;57.220224659295724;13.47018887854357;78.34138374687993;163.8336634513502;1356.4381935013837;60.05647080845723
Sulawesi Barat;215.9031115760318;662.2134395991152;1028.8597088029078;24.415121585448247;0.021090984155847016;0.060118543042181824;1654.5249811625556;0.0;0.0;0.0;91.52275375901573;0.0;1032.2598528351402;0.0;27.10583060624285;0.013272663139858788;0.06296707259683924;0.07259515623146016;0.00037121038682984893;0.499450470962336;0.14523934785362683;0.0;0.019025340982951718;0.0;0.0;0.11172225685111516;0.053914381168317975;0.0004294818544313998;0.0;223.17541161488776;0.6727841532358256;80.2698868476538;542.557467731608;0.0;33.47812846395815;13.149815591063334;7.751135182600774;19.509073773715347;2.870045326235157;30.849445075168763;1.5857894963706514;4.383968220171654;21.731770381678743;0.8106937864671875;13.779597460760153;0.0;14.143617373338875;0.47128151852333;0.8141143131987623;3.1837324180704107;9.945415690316922;147.94600249705016
Sulawesi Selatan;1177.7186899939368;2442.3769461454576;1050.9212497908068;530.1502543087504;0.9544349755580208;2.119264450587571;4968.87163644627;7.5214134725483595;-0.019415678102686112;0.516058862195252;328.5626148839052;0.0;20517.61745899894;59.26477849062954;762.1663999222687;34.37395815471629;114.06510306494242;25.401462479260587;122.25472724388024;53.961257735519425;683.2322314709196;0.867888088408432;39.949842752272204;39.32676377632662;129.12462711215022;12.725766202773702;825.5619700515082;18.439381840749743;0.11989512041551598;58.91984426320795;3682.2980558444297;1884.3281699966726;5612.180155452115;0.0;1121.8239818689265;777.8425841732952;41.91144085445819;4955.572120892676;564.0915855331823;348.4830071150435;2424.3370822972156;905.6394599560358;463.5834545352561;81.3239774037871;164.40061133552283;39.7431581091568;885.9544377188906;157.02656372696617;553.4617857997305;781.3522112892084;2113.618412489603;740.4661504989997
